anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
183,Whistle!,UNKNOWN,ホイッスル！,7.39,Sports,"Kazamatsuri Shou's dream has always been to become a professional soccer player, but he has one problem: he's not very good at the game. He was accepted to the prestigious Musashi no Mori Junior High, known for its top rate soccer team, but he was never able to rise beyond the rank of third stringer. After transferring to Sakura Jousui Junior High, he can finally play soccer. And, with the support of his new friends and teammates, his strong determination, and lots of hard work, his soccer skills are developing rapidly and setting Shou well on his way to achieving his dream.

(Source: ANN)",TV,39.0,"May 6, 2002 to Feb 3, 2003",spring 2002,Finished Airing,Marvelous,UNKNOWN,Studio Comet,Manga,24 min per ep,G - All Ages,2114.0,5224,90,6650.0,14263,https://cdn.myanimelist.net/images/anime/8/17885.jpg
184,Xenosaga The Animation,UNKNOWN,ゼノサーガ THE ANIMATION,6.32,"Action, Sci-Fi","The year is T.C. 4767. Four thousand years have passed since humanity abandoned its birthplace, the planet Earth. Beset by the hostile alien Gnosis, mankind is now scrambling to find ways to defeat this threat to their existence. The development of KOS-MOS (a specialized android with amazing capabilities) by Vector engineer Shion Uzuki was one response to the threat. But when their ship is destroyed by the Gnosis, Shion and her companions find themselves thrust into the middle of a battle with no clear sides...

(Source: Anime-Planet)",TV,12.0,"Jan 6, 2005 to Mar 24, 2005",winter 2005,Finished Airing,Happinet Pictures,"ADV Films, Funimation",Toei Animation,Game,23 min per ep,PG-13 - Teens 13 or older,7254.0,4561,44,8308.0,20156,https://cdn.myanimelist.net/images/anime/3/75162.jpg
185,Initial D First Stage,Initial D First Stage,頭文字〈イニシャル〉D,8.33,"Action, Drama","Unlike his friends, Takumi Fujiwara is not particularly interested in cars, with little to no knowledge about the world of car enthusiasts and street racers. The son of a tofu shop owner, he is tasked to deliver tofu every morning without fail, driving along the mountain of Akina. Thus, conversations regarding cars or driving in general would only remind Takumi of the tiring daily routine forced upon him.

One night, the Akagi Red Suns, an infamous team of street racers, visit the town of Akina to challenge the local mountain pass. Led by their two aces, Ryousuke and Keisuke Takahashi, the Red Suns plan to conquer every racing course in Kanto, establishing themselves as the fastest crew in the region. However, much to their disbelief, one of their aces is overtaken by an old Toyota AE86 during a drive back home from Akina. After the incident, the Takahashi brothers are cautious of a mysterious driver geared with remarkable technique and experience in the local roads—the AE86 of Mount Akina.",TV,26.0,"Apr 19, 1998 to Dec 6, 1998",spring 1998,Finished Airing,"OB Planning, Fuji TV","Funimation, Tokyopop","Gallop, Studio Comet",Manga,25 min per ep,PG-13 - Teens 13 or older,224.0,616,11157,177466.0,353680,https://cdn.myanimelist.net/images/anime/1384/127972.jpg
186,Initial D Second Stage,Initial D Second Stage,頭文字〈イニシャル〉D SECOND STAGE,8.16,"Action, Drama","Accumulating an impressive series of victories with his AE86, Takumi Fujiwara has imposed himself as street racing's newest rising star. However, his newly found confidence of winning at his home turf of Mount Akina has been put in jeopardy by a new Emperor team exclusively using a car model favored by most professional racing pilots: the Mitsubishi four-wheel drive Lancer Evolutions—also known as Lan Evos. The Emperor team leader, Kyouichi Sudou, looks down on Takumi and regards him as an inferior pilot for driving an antique car that lacks the makings of a true modern race car. Kyouichi's elitist philosophy is also the reason why his team is only made of Lan Evo drivers.

Will Takumi be able to keep his perfect track record intact against the highly skilled and mechanically superior Emperor team, or does his hot streak end here?",TV,13.0,"Oct 15, 1999 to Jan 21, 2000",fall 1999,Finished Airing,"OB Planning, Fuji TV","Funimation, Tokyopop",Pastel,Manga,23 min per ep,PG-13 - Teens 13 or older,394.0,1106,996,124975.0,202885,https://cdn.myanimelist.net/images/anime/8/12750.jpg
187,Initial D Third Stage,UNKNOWN,頭文字〈イニシャル〉D THIRD STAGE,7.9,"Action, Drama, Romance","Takumi Fujiwara is a skilled street racer, but he suffers a crushing loss against the team Emperor's leader Kyoichi Sudou due to his AE86 experiencing an engine failure. Doubting his abilities, the recent high school graduate is then approached by the Akagi RedSuns' team leader Ryousuke Takahashi, who proposes the formation of a professional street racing team. Although it would be the ideal way to improve as a street racer, Takumi remains undecided.

Does the young street racer have what it takes to become a professional? Perhaps Ryousuke and the RedSuns can help him reevaluate his own doubts and misconceptions concerning street racing. However, first and foremost, Takumi decides to settle the score with Kyoichi Sudou...",Movie,1.0,"Jan 13, 2001",UNKNOWN,Finished Airing,OB Planning,Funimation,Studio Deen,Manga,1 hr 44 min,PG-13 - Teens 13 or older,735.0,1308,629,104550.0,167970,https://cdn.myanimelist.net/images/anime/13/40397.jpg
188,Gosenzo San'e,Masquerade,御先祖賛江,6.03,"Comedy, Mystery, Supernatural, Hentai","Masquerade is the story surrounding the Hiraga bloodline in which Gen is a part of. Recently orphaned, he moves in to his grandmother's house and unwittingly triggers the Hiraga clan's curse in which nearly every member leads a tragically short life. In his grandmother's house, Gen begins to unravel vaguely remembered memories from a dream he's always had. With the help of an American graduate student, they try to uncover the secret of the Hiraga bloodline, the whispered legend of immortality that is locked in his genes, and a way to keep Gen from sharing the same fate that every one of his ancestors before him has suffered. 

(Source: ANN)",OVA,4.0,"Sep 25, 1998 to Mar 25, 1999",UNKNOWN,Finished Airing,"Green Bunny, BEAM Entertainment",UNKNOWN,AIC,Original,30 min per ep,Rx - Hentai,UNKNOWN,9464,7,978.0,3025,https://cdn.myanimelist.net/images/anime/13/78241.jpg
189,Love Hina,Love Hina,ラブひな,7.1,"Comedy, Romance, Ecchi","Keitaro Urashima promised a girl when he was young that they would meet up again at Tokyo University in the future. Sadly, in the National Practice Exam, Keitaro ranked 27th from the bottom. Knowing his grandmother owned a hotel, Keitaro intended to stay there while continuing his studies for Tokyo U, only to find out the hotel had long been transformed into an all-girls dormitory. Through an odd twist of fate, Keitaro eventually became the manager of the dorm, beginning his life of living with five other girls.",TV,24.0,"Apr 19, 2000 to Sep 27, 2000",spring 2000,Finished Airing,"TV Tokyo, Yomiko Advertising","Funimation, Bandai Entertainment",Xebec,Manga,23 min per ep,PG-13 - Teens 13 or older,3554.0,864,1459,133865.0,259281,https://cdn.myanimelist.net/images/anime/1153/99366.jpg
190,Love Hina Again,Love Hina Again,ラブ ひな Again,7.21,"Comedy, Drama, Romance, Ecchi","Keitaro has finally passed the entrance exams, and is officially a Toudai student. But after breaking his leg in an accident in the entrance ceremony, he thought and re-evaluated himself. Having new goals, Keitaro follows Seta on an overseas archeology trip. During his absence, however, all was not well in Hinata Lodge. Urashima Kanako, Keitaro's sister, arrives on the scene. She claims to be the new manager of Hinata Lodge starts to go against all the tenants. Things become even more complicated when they recieve a letter from Keitaro. The tenants and Kanako made a big mess trying to get the letter, but Seta's car crashes in before anyone could read the letter...",OVA,3.0,"Jan 26, 2002 to Mar 27, 2002",UNKNOWN,Finished Airing,"Starchild Records, Audio Tanaka","Bandai Entertainment, Discotek Media",Xebec,Manga,30 min per ep,PG-13 - Teens 13 or older,2960.0,2153,84,51071.0,84091,https://cdn.myanimelist.net/images/anime/3/10289.jpg
191,Love Hina Christmas Special: Silent Eve,Love Hina Christmas Movie,ラブひなクリスマススペシャル ～サイレント・イヴ～,7.31,"Comedy, Romance","As another round of preliminary tests approach for Keitaro, so does Christmas. And as the first Christmas of the millenium, there is a rumor that if one confesses his love on this special eve it will come true. Keitaro has decided what he needs to do on this Christmas eve, but being a retaker can he afford taking attention away from the tests on the same day...

The Winter has begun in Hinata. X-mas is coming up. There are rumors about this special christmas eve: If someone is going to confess his love on this christmas eve, any wish will come true. Keitaro decides to confess his love to Naru. But he isn't the only one confessing on this christmas eve...

(Source: ANN)",Special,1.0,"Dec 25, 2000",UNKNOWN,Finished Airing,"TV Tokyo, Yomiko Advertising",Bandai Entertainment,Xebec,Manga,46 min,PG-13 - Teens 13 or older,2487.0,2704,43,35436.0,57393,https://cdn.myanimelist.net/images/anime/11/82467.jpg
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,Love Hina Spring Movie,ラブひな春スペシャル 〜キミサクラチルナカレ!!〜,7.18,"Adventure, Comedy, Romance","The tests have come, and Keitaro can only hope to succeed. However, in the final stretch, he fails miserably and daydreams through the test. Assuming that he has failed, he runs away, so the rest of the cast hunts him down on a remote desert island to bring him back.
The Toudai entrance exams have finally come (again) for Keitaro. With all his confidence Keitaro sits for the paper, but ends up falling asleep and dreaming about Narusegawa. Waking up with barely any time to complete the paper, Keitaro thinks he will fail the paper and tries to escape from Hinata Lodge and forget all the memories with it. By a stroke of luck he meets Seta, but ends up in a faraway island with the whole cast trying to look for him.

(Source: ANN)",Special,1.0,"Apr 2, 2001",UNKNOWN,Finished Airing,"TV Tokyo, Yomiko Advertising",Bandai Entertainment,Xebec,Manga,46 min,PG-13 - Teens 13 or older,3128.0,2850,17,31476.0,52165,https://cdn.myanimelist.net/images/anime/12/82632.jpg
193,Maburaho,Maburaho,まぶらほ,6.74,"Comedy, Drama, Romance, Ecchi","In the world of Maburaho, everyone is born with the ability to use magic and are thus labeled magicians. However, the magical ability of each person is not equal. The number of times you can use magic determines the amount of respect you receive, and since one’s magical power is determined at birth by traits and genetics, those who have a bloodline stemming from famous magicians are highly sought after.

Having the lowest magic count in Aoi Academy, Kazuki Shikimori is looked down upon by his classmates and seen as a nearly worthless magician. However, his bloodline consists of many great magicians throughout the ages, meaning that while he may not be a great magician, his offspring could be. This leads to him being sought after by three different young women: Yuna Miyama, a transfer student who declares herself his wife upon arrival, Rin Kamishiro, a prideful swordswoman of a traditional family who wants to kill him so she will be free to pursue her own desires, and Kuriko Kazetsubaki, a member of an influential family who bluntly tries to seduce him for his genes.

Now he has to deal with not only the jealousy of all the guys in his school, but also various women chasing after him!",TV,24.0,"Oct 14, 2003 to Apr 6, 2004",fall 2003,Finished Airing,"Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",ADV Films,J.C.Staff,Light novel,23 min per ep,R+ - Mild Nudity,5134.0,1989,217,48136.0,95727,https://cdn.myanimelist.net/images/anime/9/79204.jpg
194,Macross Zero,Macross Zero,マクロス ゼロ,7.51,"Action, Adventure, Sci-Fi","Taking place one year before the Zentraedi arrive on Earth, Macross Zero chronicles the final days of the war between the U.N. Spacy and anti-U.N. factions. After being shot down by the anti-U.N.'s newest fighter plane, ace pilot Shin Kudo finds himself on the remote island of Mayan, where technology is almost non-existent. While Shin stays on the island to heal his wounds, the tranqulity of the island is shattered by a battle that involves the UN's newest fighter - the VF-0. 

(Source: ANN)",OVA,5.0,"Dec 21, 2002 to Oct 20, 2004",UNKNOWN,Finished Airing,Bandai Visual,UNKNOWN,Satelight,Original,30 min per ep,R+ - Mild Nudity,1678.0,3377,122,18988.0,38122,https://cdn.myanimelist.net/images/anime/12/76289.jpg
195,Onegai☆Teacher,Please Teacher!,おねがい☆ティーチャー,7.11,"Drama, Romance, Sci-Fi","One day, Kei Kusanagi notices a strange glowing woman by the lake. He discovers that the woman is actually an alien officer from the Galaxy Federation named Mizuho Kazami, and even more shocking—she's also his teacher! In spite of this setback, he and his teacher gradually get to know each other and a romance blossoms between them. However, soon enough, the principal of the school finds out about their relationship. The solution? Get married!

Together, the newlyweds must keep their marriage a secret, not only from Kei's high school friends, but also the Galaxy Federation. Onegai☆Teacher is the fragile but comedic love story of an alien and her student.",TV,12.0,"Jan 10, 2002 to Mar 28, 2002",winter 2002,Finished Airing,"Bandai Visual, Genco","Nozomi Entertainment, Bandai Entertainment",Daume,Original,23 min per ep,PG-13 - Teens 13 or older,3494.0,1283,941,93590.0,172570,https://cdn.myanimelist.net/images/anime/13/5241.jpg
196,Onegai☆Twins,Please Twins!,おねがい☆ツインズ,6.82,"Comedy, Drama, Sci-Fi","Maiku Kamishiro's past has always been somewhat of a mystery to him. The only clue he has to who his family might be is an old photograph showing two young children, a boy and a girl, playing in a small pool outside of a blue house. In an attempt to find his family, he moves to this blue house and begins working as a programmer. He's living a comfortable life until the day two very different girls show up at his door, both in possession of the same photograph, and both claiming to be his twin. With no way to prove who is a relative and who is a stranger, Maiku allows both girls to move in with him until they know for sure. 

(Source: ANN)",TV,12.0,"Jul 15, 2003 to Oct 14, 2003",summer 2003,Finished Airing,"Bandai Visual, Genco, Lantis","Nozomi Entertainment, Bandai Entertainment",Daume,Original,25 min per ep,PG-13 - Teens 13 or older,4745.0,2112,187,49139.0,87715,https://cdn.myanimelist.net/images/anime/1621/100229.jpg
197,Rizelmine,UNKNOWN,りぜるまいん,6.51,"Comedy, Romance, Sci-Fi, Ecchi","Iwaki Tomonori is an average 15-year-old boy who likes older women. He happens to have a crush on his teacher, but soon thereafter, learns she has become engaged. He heads home brokenhearted, only to find a 12-year-old girl named Rizel at his home, who he learns the Japanese government has married him to against his will. Furthermore, he learns Rizel is no ordinary girl; she is a biochemically engineered human, and her creators (her ""papa""s, as they are often referred to) promise to waive multiple bills of Iwaki's parents in exchange to be allowed to stay at their house, and thus Iwaki's life with Rizel begins.",TV,24.0,"Apr 3, 2002 to Dec 22, 2002",spring 2002,Finished Airing,m.o.e.,UNKNOWN,"Madhouse, Imagin",Manga,15 min per ep,R+ - Mild Nudity,6339.0,4167,47,10404.0,24637,https://cdn.myanimelist.net/images/anime/7/22990.jpg
198,Speed Grapher,Speed Grapher,スピードグラファー,7.31,"Action, Mystery","Ten years after the Bubble War, the dichotomy between the rich and the poor in the world becomes more prominent and Japan is no exception. The rich seek to satisfy their desires and derive pleasure for themselves, and Tokyo has materialized into such a city as a result. Saiga, once a war photographer, works for Hibara Ginza in the capitalist state of Tokyo. He infiltrates the Roppongi Club, a secretive base located in the red light district of the city, to collect information about them. However, he was caught in the process and brought forward to a girl called Kagura who was in the midst of a ritual. His contact with Kagura awakens his special ability: the power to make things explode when photographed. In order to unravel the mystery behind the Roppongi Club and Kagura, Saiga begins his solitary battle.",TV,24.0,"Apr 8, 2005 to Sep 30, 2005",spring 2005,Finished Airing,"TV Asahi, WAO World, TAP",Funimation,Gonzo,Original,23 min per ep,R+ - Mild Nudity,2504.0,1817,586,40298.0,110219,https://cdn.myanimelist.net/images/anime/12/26128.jpg
199,Sen to Chihiro no Kamikakushi,Spirited Away,千と千尋の神隠し,8.78,"Adventure, Award Winning, Supernatural","Stubborn, spoiled, and naïve, 10-year-old Chihiro Ogino is less than pleased when she and her parents discover an abandoned amusement park on the way to their new house. Cautiously venturing inside, she realizes that there is more to this place than meets the eye, as strange things begin to happen once dusk falls. Ghostly apparitions and food that turns her parents into pigs are just the start—Chihiro has unwittingly crossed over into the spirit world. Now trapped, she must summon the courage to live and work amongst spirits, with the help of the enigmatic Haku and the cast of unique characters she meets along the way.

Vivid and intriguing, Sen to Chihiro no Kamikakushi tells the story of Chihiro's journey through an unfamiliar world as she strives to save her parents and return home.",Movie,1.0,"Jul 20, 2001",UNKNOWN,Finished Airing,Toho,"Disney Platform Distribution, GKIDS",Studio Ghibli,Original,2 hr 4 min,PG - Children,36.0,44,31139,1234780.0,1760676,https://cdn.myanimelist.net/images/anime/6/79597.jpg
200,Tenshi na Konamaiki,Cheeky Angel,天使な小生意気,7.43,"Comedy, Romance","Megumi-chan is a girl with a secret past. She used to be a boy until she met a person she thought was a magic user. This person gave him/her a magical book from which a genie appears to grant one wish when blood is applied to it. Megumi made the wish to be a man in a man's body but the genie has a twist: he grants wishes backwards so he turns Megumi-kun aged 9 to Megumi-chan. Years pass and Megumi enters High School where she immediately beats up the school bully who of course falls in love with her. She is looking for that book again to be able to reverse the spell placed upon her.

(Source: ANN)",TV,50.0,"Apr 7, 2002 to Mar 30, 2003",spring 2002,Finished Airing,UNKNOWN,UNKNOWN,TMS Entertainment,Manga,24 min per ep,PG-13 - Teens 13 or older,1941.0,3978,149,9796.0,27245,https://cdn.myanimelist.net/images/anime/1644/131230.jpg
201,Video Girl Ai,Video Girl Ai,電影少女 VIDEO・GIRL・AI,7.2,"Comedy, Drama, Romance, Ecchi","After a crushing rejection, the heartbroken Youta Moteuchi trudges home. On his way, a dimly lit video store catches his eye, and he ends up purchasing a ""video girl"" tape meant to ease the hearts of lonely men. However, when he tries to play it in his broken VCR, a beautiful girl leaps out of his TV and lands on his bed. Calling herself Ai Amano, she looks like a golden opportunity for Youta to finally experience true love—that is, until her personality, now troubling thanks to the broken VCR, shows through. Despite her flaws, however, Ai wholeheartedly promises she will ensure Youta finds happiness and true love in his life.

Video Girl Ai follows the daily life of a teenage boy and his pursuit of a fulfilling romance. With the help of his virtual guardian angel, Youta sets forth to find the girl of his dreams.",OVA,6.0,"Mar 27, 1992 to Aug 28, 1992",UNKNOWN,Finished Airing,Shueisha,VIZ Media,Production I.G,Manga,29 min per ep,R+ - Mild Nudity,3061.0,3873,138,12650.0,28878,https://cdn.myanimelist.net/images/anime/2/22130.jpg
202,Wolf's Rain,Wolf's Rain,ウルフズレイン,7.8,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi","In a dying world, there exists an ancient legend: when the world ends, the gateway to paradise will be opened. This utopia is the sole salvation for the remnants of life in this barren land, but the legend also dictates that only wolves can find their way to this mythical realm. Though long thought to be extinct, wolves still exist and live amongst humans, disguising themselves through elaborate illusions. 

A lone wolf named Kiba finds himself drawn by an intoxicating scent to Freeze City, an impoverished town under the rule of the callous Lord Orkham. Here, Kiba discovers that wolves Hige, Tsume, and Toboe have been drawn in by the same aroma. By following the fragrance of ""Lunar Flowers,"" said to be the key to opening the door to their ideal world, the wolves set off on a journey across desolate landscapes and crumbling cities to find their legendary promised land. However, they are not the only ones seeking paradise, and those with more sinister intentions will do anything in their power to reach it first.",TV,26.0,"Jan 7, 2003 to Jul 29, 2003",winter 2003,Finished Airing,"Bandai Visual, Asatsu DK, Fuji TV","Funimation, Bandai Entertainment",Bones,Original,23 min per ep,PG-13 - Teens 13 or older,929.0,694,5636,129899.0,319198,https://cdn.myanimelist.net/images/anime/5/59403.jpg
203,Words Worth,UNKNOWN,ワーズ・ワース,6.72,"Adventure, Fantasy, Hentai","The legend has survived for generation. The Words Worth tablet, which will unlock the secrets of the Universe for the one who can decipher it, has been shattered. The warring tribes of Light and Shadow blame each other, and their accusations lead to all out war!

Astral, the undisciplined heir to the throne of the Shadow Forces, lusts for his bride-to-be, Sharon. But Sharon, an accomplished warrior herself, feels her body drawn toward Caesar, the Shadow Tribe`s bravest swordsman.

Sharon battles alongside Caesar during an assault by the Light Forces, and her ferocious beauty captivates Sir Fabris, the leader of the Tribe of Light. Fabris` army loses the battle, but he vows that he will one day get Sharon into his bed, the hard way, if necessary.

Meanwhile, Astral takes his sexual frustrations out on Maria, a Light Tribe sorceress who has been taken captive. As Astral penetrates Maria, Sir Fabris prepares to launch a penetration of his own: a full-scale attack on the Tribe of Shadow!

(Source: AnimeNfo)",OVA,5.0,"Aug 25, 1999 to Nov 25, 2000",UNKNOWN,Finished Airing,Green Bunny,NuTech Digital,Arms,Visual novel,28 min per ep,Rx - Hentai,UNKNOWN,6424,36,3559.0,8596,https://cdn.myanimelist.net/images/anime/12/6030.jpg
204,Yumeria,UNKNOWN,ゆめりあ,6.08,"Action, Comedy, Ecchi","On his 16th birthday, Tomokazu Mikuri had a realistic dream where he sees a girl battling a giant floating monstrosity. When he wakes up, he is surprised that the girl is actually sleeping next to him... Whenever he sleeps from now on, he ends up back at the dream world, and more and more people that he knows keep showing up there too. He finds out from a mysterious masked woman in the dream world named Silk that they are fighting against one named Faydoom, and he is the one who provides the powers to those girls so that they can fight these monsters. And so it goes...

(Source: ANN)",TV,12.0,"Jan 9, 2004 to Mar 26, 2004",winter 2004,Finished Airing,UNKNOWN,"ADV Films, Sentai Filmworks",Studio Deen,Visual novel,24 min per ep,PG-13 - Teens 13 or older,8451.0,3959,31,12651.0,27542,https://cdn.myanimelist.net/images/anime/1135/128536.jpg
205,Samurai Champloo,Samurai Champloo,サムライチャンプルー,8.51,"Action, Adventure, Comedy","Fuu Kasumi is a young and clumsy waitress who spends her days peacefully working in a small teahouse. That is, until she accidentally spills a drink all over one of her customers! With a group of samurai now incessantly harassing her, Fuu desperately calls upon another samurai in the shop, Mugen, who quickly defeats them with his wild fighting technique, utilizing movements reminiscent to that of breakdancing. Unfortunately, Mugen decides to pick a fight with the unwilling ronin Jin, who wields a more precise and traditional style of swordfighting, and the latter proves to be a formidable opponent. The only problem is, they end up destroying the entire shop as well as accidentally killing the local magistrate's son.

For their crime, the two samurai are captured and set to be executed. However, they are rescued by Fuu, who hires the duo as her bodyguards. Though she no longer has a place to return to, the former waitress wishes to find a certain samurai who smells of sunflowers and enlists the help of the now exonerated pair to do so. Despite initially disapproving of this idea, the two eventually agree to assist the girl in her quest; thus, the trio embark upon an adventure to find this mysterious warrior—that is, if Fuu can keep Mugen and Jin from killing each other.

Set in an alternate Edo Period of Japan, Samurai Champloo follows the journey of these three eccentric individuals in an epic quest full of action, comedy, and dynamic sword fighting, all set to the beat of a unique hip-hop infused soundtrack.",TV,26.0,"May 20, 2004 to Mar 19, 2005",spring 2004,Finished Airing,"Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG","Funimation, Geneon Entertainment USA",Manglobe,Original,24 min per ep,R - 17+ (violence & profanity),120.0,106,36236,612643.0,1187090,https://cdn.myanimelist.net/images/anime/1375/121599.jpg
206,Lodoss-tou Senki: Eiyuu Kishi Den,Record of Lodoss War: Chronicles of the Heroic Knight,ロードス島戦記　英雄騎士伝,7.13,"Action, Adventure, Drama, Fantasy, Romance","Five years after the death of the Emperor of Marmo in the War of Heroes, Parn is now the Free Knight of Lodoss, he and his old allies now famous through the land. However, the Emperor's right-hand man, Ashram, seeks the scepter of domination to re-unify Lodoss under his former leader's banner. Meanwhile, beyond his attempts at conquest lies a more sinister force beginning to set the stage for the resurrection of the goddess of death and destruction...

(Source: ANN)",TV,27.0,"Apr 1, 1998 to Sep 30, 1998",spring 1998,Finished Airing,"Kadokawa Shoten, Yomiko Advertising, Marubeni","Funimation, Central Park Media",AIC,Novel,25 min per ep,PG-13 - Teens 13 or older,3408.0,3707,125,11148.0,31538,https://cdn.myanimelist.net/images/anime/1065/92495.jpg
207,Lodoss-tou Senki,Record of Lodoss War,ロードス島戦記,7.36,"Action, Adventure, Fantasy","Created from the aftermath of the last great battle of the gods, Lodoss and its kingdoms have been plagued by war for thousands of years. As a quiet peace and unity finally become foreseeable over the land, an unknown evil begins to stir. An ancient witch has awakened, bent on preserving the island of Lodoss by creating political unbalance throughout the many kingdoms and keeping any one from maintaining central control. Only a mixed-race party of six young champions, led by the young warrior Parn, stand between this new threat and Lodoss' descent back into the darkness of war and destruction. 

(Source: ANN)",OVA,13.0,"Jun 30, 1990 to Nov 23, 1991",UNKNOWN,Finished Airing,"Kadokawa Shoten, TBS, Marubeni","Funimation, Central Park Media",Madhouse,Light novel,25 min per ep,R - 17+ (violence & profanity),2221.0,2466,599,23987.0,67678,https://cdn.myanimelist.net/images/anime/1644/92493.jpg
208,R.O.D: Read or Die,R.O.D - Read or Die,R.O.D リード・オア・ダイ,7.63,"Action, Adventure, Mystery, Sci-Fi","Yomiko Readman is a lovable, near-sighted bibliomaniac working as a substitute teacher at a Japanese high school. Her real identity, however, is that of a secret agent for the British Library Special Operations Division. Her codename: ""The Paper."" The moniker denotes her supernatural ability to freely manipulate paper into any object she can imagine, including tools and weapons in her fight against the powerful and self-serving IJIN (Great Historical Figure) Army! Along with her partner, the enigmatic ""Ms. Deep,"" Yomiko travels across the world in attempt to solve the mystery behind the reincarnation of historical figures and their attempt to control the world.

(Source: RightStuf)",OVA,3.0,"May 23, 2001 to Feb 6, 2002",UNKNOWN,Finished Airing,"Aniplex, SME Visual Works","Aniplex of America, Manga Entertainment",Studio Deen,Light novel,33 min per ep,PG-13 - Teens 13 or older,1299.0,2513,332,32703.0,65589,https://cdn.myanimelist.net/images/anime/1824/98849.jpg
209,R.O.D: The TV,R.O.D -The TV-,アール・オー・ディー ザ・ティーヴィー,7.53,"Action, Adventure, Comedy, Drama, Sci-Fi","Anita King, Maggie Mui, and Michelle Cheung are the Paper Sisters. They run the Three Sisters Detective Agency in Hong Kong which is dedicated to solving cases involving books. They are hired as local guides for Nenene Sumiregawa, a Japanese novelist who has been struggling with writer's block following the disappearance of her longtime friend, Yomiko Readman. The sisters are all Paper Masters—individuals with the power to control paper—and with their abilities, they save Nenene from the dangerous terrorists targeting her at a book signing. But in case they strike again, the sisters remain as her bodyguards to protect her from further harm.

This is a dream come true for bookworms Maggie and Michelle who love Nenene's stories, but the young Anita cannot stand books despite her powers over paper. The three struggle to adapt to their new daily life in Japan, guarding Nenene while continuing their detective work under a mysterious organization, Dokusensha. However, the more they get to know Nenene, the more they discover the link between her, the disappearance of her friend Yomiko, and the mysterious books Dokusensha sends the Paper Masters to investigate. What began as a simple job ends up a bigger case than they have ever had before. Are these girls really willing to risk their lives over literature?",TV,26.0,"Sep 1, 2003 to Mar 16, 2004",fall 2003,Finished Airing,"Aniplex, Studio Deen, Broccoli, Sony Music Entertainment","Aniplex of America, Geneon Entertainment USA",J.C.Staff,Manga,25 min per ep,PG-13 - Teens 13 or older,1627.0,2463,410,28354.0,67805,https://cdn.myanimelist.net/images/anime/3/73350.jpg
210,Ranma ½,Ranma ½,らんま1/2,7.76,"Action, Comedy, Fantasy","Ranma Saotome is a top-class martial artist and prodigy at the Saotome ""Anything-Goes"" school of martial arts. While training in China, he and his father meet a terrible fate when they accidentally fall into a cursed spring. Now, Ranma is cursed to turn into a girl when splashed with cold water, and only hot water can turn him back into a boy.

Things are only complicated further when Ranma discovers that his father has arranged for him to marry one of Soun Tendo's three daughters in order to secure the future of the Tendo dojo. Though Soun learns of Ranma's predicament, he is still determined to go ahead with the engagement, and chooses his youngest daughter Akane, who happens to be a skilled martial artist herself and is notorious for hating men.

Ranma ½ follows the hilarious adventures of Ranma and Akane as they encounter various opponents, meet new love interests, and find different ways to make each other angry, all while their engagement hangs over their head.",TV,161.0,"Apr 15, 1989 to Sep 25, 1992",spring 1989,Finished Airing,"Shogakukan-Shueisha Productions, Kitty Films, Fuji TV, Shogakukan",VIZ Media,Studio Deen,Manga,24 min per ep,R+ - Mild Nudity,1007.0,915,3976,117470.0,245209,https://cdn.myanimelist.net/images/anime/13/6441.jpg
211,Pure Mail,UNKNOWN,ピュアメール,6.17,Hentai,"Episode 1:
""There is no need for relationships"". Kei Ogata carried with him a trying, sad past. His only joy in life was chatting and mailing as a different person on the internet. One day he met a kind gentle girl on the net named Eve became friends with her. As time passed, they began sharing a strong bond of friendship. Then the other day, Kei began suspecting classmate Midori was Eve... 

Episode 2:
The Summer Festival has past. Kei struggles with his own past, trying not to become the monster he hated so much. Midori worried about her best friend Miki look to A.W. for help. Little does she know, that the very A.W. was Kei and that he was Miki's problem. Will Kei be able to confess his love or will he forever be number two to his own alternate identity? 

(Source: AniDB)",OVA,2.0,"Sep 25, 2001 to Dec 21, 2001",UNKNOWN,Finished Airing,Green Bunny,Adult Source Media,Datama Film,Visual novel,29 min per ep,Rx - Hentai,UNKNOWN,8824,13,1454.0,3735,https://cdn.myanimelist.net/images/anime/1518/112232.jpg
